Class Title,Attribute/Class/Definition/Priority Complete,Description Abbreviation ,Class Matches Library,Attribute Name,Order for Description,"Type (List,MultilineString,Date,Boolean,Integer,Real)","Dimensions (Unit)
AKA Measurement Type",Preferred Unit,"Is Multivalue (True,False)",Description,Default Value,Authorized Values (comma delimited),Authorized Abbreviation (comma delimited),Minimum (inclusive),Maximum (inclusive),"Required (True,False)"
"Power Distribution, Breaker",3,PCB,FALSE,Nominal Voltage,3,Real,Voltage,V,FALSE,,,,,,,TRUE
"Power Distribution, Breaker",3,PCB,FALSE,Current Type,1,List,,,FALSE,,,"AC, DC","AC, DC",,,
"Power Distribution, Fuse",3,FUSE,FALSE,Current,1,Real,Electric Intensity,mA,FALSE,,,,,,,TRUE
"Power Distribution, Fuse",3,FUSE,FALSE,Fuse Type,2,List,,,FALSE,,,"ATC_ATO, ATM, ATM_LED, AMG, AMI, MAXI, MEGA","ATC_ATO, ATM, ATM_LED, AMG, AMI, MAXI, MEGA",,,TRUE
"Power Distribution, Fuse",3,FUSE,FALSE,Voltage,,Real,Voltage,V,FALSE,,,,,,,TRUE
"Power Distribution, Fuse Box",3,FUBX,FALSE,Cavity Count,2,Integer,,,FALSE,,,,,,,
"Power Distribution, Fuse Box",3,FUBX,FALSE,Fuse Type,1,List,,,FALSE,,,"ATC/ATO, ATM, AMG, AMI, MAXI, MEGA, COMBO",,,,
"Power Distribution, Relay",3,RLY,FALSE,Relay Control Current,,Real,Electric Intensity,mA,TRUE,,,,,,,TRUE
"Power Distribution, Relay",3,RLY,FALSE,Relay Control Voltage,1,Real,Voltage,V,TRUE,,,,,,,TRUE
"Power Distribution, Relay",3,RLY,FALSE,Relay Load Current,2,Real,Electric Intensity,mA,TRUE,,,,,,,TRUE
"Power Distribution, Relay",3,RLY,FALSE,Relay Load Voltage,,Real,Voltage,V,TRUE,,,,,,,TRUE
"Power Distribution, Relay",3,RLY,FALSE,Pole/Throw,1,List,,,FALSE,,,"SPST, SPDT, DPST, DPDT","SPST, SPDT, DPST, DPDT",,,TRUE
"Power Distribution, Relay",3,RLY,FALSE,Relay Series,,List,,,FALSE,,,"Maxi, Mini, Micro","MAXI, MINI, MICR",,,TRUE
"Power Distribution, Relay",3,RLY,FALSE,Relay Suppression,,List,,,FALSE,,,"Diode, Resistor","DIO, RES",,,
Power Takeoff,3,PTO,FALSE,PTO Shaft OD,,Real,Diameter,Inch,FALSE,,,,,,,
Power Takeoff,3,PTO,FALSE,Flywheel Size,1,List,,,FALSE,,,"6-1_2, 7-1_2, 8, 10, 11-1_2, 14, 18, 21","6-1_2, 7-1_2, 8, 10, 11-1_2, 14, 18, 21",,,
Power Takeoff ,3,PTO,FALSE,Flywheel Housing Size,2,List,,,FALSE,,,"00, 0, 1_2, 1, 2, 3, 4, 5, 6","00, 0, 1_2, 1, 2, 3, 4, 5, 6",,,
Pressure Sensor,3,"SNSR,PRESS",TRUE,Pressure Max Output Voltage,,Real,Voltage,V,FALSE,,,,,,,TRUE
Pressure Sensor,3,"SNSR,PRESS",TRUE,Pressure Max Sensing Pressure,3,Real,Pressure,PSI,FALSE,,,,,,,TRUE
Pressure Sensor,3,"SNSR,PRESS",TRUE,Pressure Max Supply Voltage,,Real,Voltage,V,FALSE,,,,,,,TRUE
Pressure Sensor,3,"SNSR,PRESS",TRUE,Pressure Min Output Voltage,,Real,Voltage,V,FALSE,,,,,,,
Pressure Sensor,3,"SNSR,PRESS",TRUE,Pressure Min Sensing Pressure,2,Real,Pressure,PSI,FALSE,,,,,,,
Pressure Sensor,3,"SNSR,PRESS",TRUE,Pressure Min Supply Voltage,,Real,Voltage,V,FALSE,,,,,,,
Pressure Sensor,3,"SNSR,PRESS",TRUE,Pressure Mounting Type,1,List,,,FALSE,,,"1/8-27, 1/4-18, G1/4A, G1/4B, 7/16-20, 1/2-14, G1/2B, 9/16-18","1_8-27, 1_4-18, G1_4A, G1_4B, 7_16-20, 1_2-14, G1_2B, 9_16-18",,,
Pressure Switch,3,"SW,PRESS",TRUE,Logic,,List,,,FALSE,,,"N.O., N.C.","NO, NC",,,TRUE
Pressure Switch,3,"SW,PRESS",TRUE,Pressure Mnt Type,1,,,,FALSE,,,"1/4-18, 9/16-18","1_4-18, 9_16-18",,,
Pressure Switch,3,"SW,PRESS",TRUE,Set Pressure,2,Real,Pressure,PSI,FALSE,,,,,,,TRUE
Proximity Sensor,3,"SNSR,PROX",TRUE,Proximity Logic,,List,,,FALSE,,,"Normally Open, Normally Closed, Analog","NO, NC, ANLG",,,TRUE
Proximity Sensor,3,"SNSR,PROX",TRUE,Proximity Max Supply Voltage,,Real,Voltage,V,FALSE,,,,,,,
Proximity Sensor,3,"SNSR,PROX",TRUE,Proximity Min Supply Voltage,,Real,Voltage,V,FALSE,,,,,,,TRUE
Proximity Sensor,3,"SNSR,PROX",TRUE,Proximity Mounting Type,1,List,,,FALSE,,,"M8X1, M12X1, 9/16-18, M18X1, Panel","M8X1, M12X1, 9_16-18, M18X1, PNL",,,
Proximity Sensor,3,"SNSR,PROX",TRUE,Proximity Operating Distance,2,Real,Length,Inch,FALSE,,,,,,,TRUE
Proximity Sensor,3,"SNSR,PROX",TRUE,Proximity Output,,List,,,FALSE,,,"PNP, NPN, Analog","PNP, NPN, ANLG",,,
Pulley ,2,PUL,FALSE,Pulley Max Belt Width,,Real,,Inch,FALSE,,,,,,,
Pulley ,2,PUL,FALSE,Pulley OD,,Real,,Inch,FALSE,,,,,,,
Pulley ,2,PUL,FALSE,Pulley Shaft Diameter,,Real,,Inch,FALSE,,,,,,,
Pulley ,2,PUL,FALSE,Shaft Type,,List,,,FALSE,,,"Round, Keyed","RND, KEY",,,
Pulley ,2,PUL,FALSE,Pulley Type,1,List,,,FALSE,,,"Standard, Mounted, Idler, Hanging, Fixed, Swivel","STD, MTD, IDL, HNG, FXD, SWVL",,,
Pulley ,2,PUL,FALSE,No. of Belts,,List,,,FALSE,,,"1,2,3,4,5,6",,,,
Pump Drive,2,PUMPDR,TRUE,Pump Drive Housing Size,1,List,,,FALSE,,,"SAE 0, SAE 1, SAE 2, SAE 3, SAE 4, SAE 5, Backplate","SAE0, SAE1, SAE2, SAE3, SAE4, SAE5, BKPL",,,TRUE
Pump Drive,2,PUMPDR,TRUE,Pump Drive No. of Pumps,2,Integer,,,FALSE,,1,,,1,,TRUE
Pump Drive,2,PUMPDR,TRUE,Pump Drive Mnt Size,,List,,,TRUE,,,"2 Bolt SAE A, 2 Bolt SAE B, 4 Bolt SAE C","2BOLTSAEA, 2BOLTSAEB, 4BOLTSAEC ",,,TRUE
"Pump, Dynamic",3,"PUMP,DYN",FALSE,Dynamic Pump HP,,Real,Power,HP,FALSE,,,,,,,TRUE
"Pump, Dynamic",3,"PUMP,DYN",FALSE,Dynamic Pump Max Head,,Real,Pressure,Foot of Water,FALSE,,,,,,,TRUE
"Pump, Dynamic",3,"PUMP,DYN",FALSE,Max Flow Rate,1,Real,Volumetric Flow,GPM,FALSE,,,,,,,TRUE
"Pump, Dynamic",3,"PUMP,DYN",FALSE,Max Output Pressure ,2,Real,Pressure,PSI,FALSE,,,,,,,TRUE
"Pump, Dynamic",3,"PUMP,DYN",FALSE,Dynamic Pump Self Priming,,Boolean,,,FALSE,,,"Self Prime, No Self Prime","SLFPRM, NOPRM",,,TRUE
"Pump, Dynamic",3,"PUMP,DYN",FALSE,Dynamic Pump Type,,List,,,FALSE,,,"Centrifugal, Submersible","CNTFG, SBM",,,
Raw Material,2,RAWMATL,TRUE,Raw Material Type,,List,,,FALSE,,,"Flat, Angle, Round, Square, Thread Rod","FLAT, ANGLE, RND, SQ, THRDROD",,,
Reamer,3,REAMER,TRUE,Reamer Family,2,List,,,FALSE,,,"Barrel, Diamond Wing, Fluted, Flycutter, Helical, Helical Plus, Mixer, MixMaster, Super Helical, Supreamer, T Rex","BARREL, DMDWG, FLTD, FLYCTR, HLCL, HLCLPLUS, MIXER, MIXMA, SUPERHLCL, SUPRMR, TREX",,,
Reamer,3,REAMER,TRUE,Max Cut ,,Real,Diameter,Inch,FALSE,,,,,,,
Reamer,3,REAMER,TRUE,Min Cut ,,Real,Diameter,Inch,FALSE,,,,,,,
Reamer,3,REAMER,TRUE,Reamer Direction,,List,,,FALSE,,,"Push, Pull, Push/Pull, NA","PUSH, PULL, PP, NA",,,
Reamer,3,REAMER,TRUE,Reamer Style,1,List,,,FALSE,,,"Barrel, Carbide Reverse Radial, Conical, Custom, Display, Elliptical, Flat, HRE, Large Bar, Large Bore, Large Tube, Medium Bar, Medium Bore, Medium Tube, Mixing Bars, MX HD, Reverse Radial, Small Bar, Small Bore, Small Tube, Standard, Superflute, Terminator","BARREL, CARBIDERVSRDL, CONL, CUSTOM, DSPL, ELP, FLAT, HRE, LGEBAR, LGEBORE, LGETUBE, MDMBAR, MDMBORE, MDMTUBE, MXGBARS, MXHD, RVSRDL, SMBAR, SMBORE, SMTUBE, STD, SUPERFLUTE, TERMINATOR",,,
Reamer,3,REAMER,TRUE,Reamer Teeth,,List,,,FALSE,,,"CAT/SMALL SHARK, LARGE ROTARY, LARGE SHARK, LARGE SHARK/LARGE ROTARY, LARGE SHARK/ROTARY POCKET, LARGE SHARK/SMALL SHARK, NONE, ROTARY POCKET, SMALL ROTARY, SMALL ROTARY/LARGE ROTARY, SMALL ROTARY/LARGE SHARK, SMALL ROTARY/XLRG SHARK, SMALL SHARK, SMALL SHARK/LARGE SHARK, XLRG SHARK","CAT_SMALLSHARK, LARGEROTARY, LARGESHARK, LARGESHARK_LARGEROTARY, LARGESHARK_ROTARYPOCKET, LARGESHARK_SMALLSHARK, NONE, ROTARYPOCKET, SMALLROTARY, SMALLROTARY_LARGEROTARY, SMALLROTARY_LARGESHARK, SMALLROTARY_XLRGSHARK, SMALLSHARK, SMALLSHARK_LARGESHARK, XLRGSHARK",,,
Reamer,3,REAMER,TRUE,Reamer Spokes,,List,,,FALSE,,,"NONE, 2, 3, 4, 5, 6","NONE, 2, 3, 4, 5, 6",,,
Reamer,3,REAMER,TRUE,Reamer Front Connection,,List,,,FALSE,,,,,,,
Reamer,3,REAMER,TRUE,Reamer Out Front,,List,,,FALSE,,,"3.50FST#1000(P), 3.50APIREG(B), 2.375APIREG(B), 5.50APIFH(B), 3.50FST#1000(B), 4.50APIIF(B), 6.625APIFH(B), 2.875APIREG(B), 3.50APIIF(B), 4.50IFDS(B), 3.50FST#800(B), 2.125LPT(P), 2.875FST#900(B), 1.625LPT(P), QF#300(P), QF#400(P), 3.50FST#800(P), 2.875APIIF(B), QF#460(P), NONE, 350SPLII(B), QF#700(P), 2APIIF(B), 2.375FST#600(B), MEDIUMARMOR, SMALLARMOR, 1.66FST#200(B), 5.50FHDS(B), 1.90FST#250(B), 2.875FST#900(P), 3.50APIIF(P), 2.06FST#400(B), ULTRAX3325(P), ULTRAX3275(P), ULTRAX3_375(P), 6.625FHDSJTM(B), 6.625FHDS(B), 2.375FST#650(B), 2.875IFDS(B), 4.50APIIF(P), 3.50FST#1000(P), 3.50APIREG(P)","3.50FST#1000(P), 3.50APIREG(B), 2.375APIREG(B), 5.50APIFH(B), 3.50FST#1000(B), 4.50APIIF(B), 6.625APIFH(B), 2.875APIREG(B), 3.50APIIF(B), 4.50IFDS(B), 3.50FST#800(B), 2.125LPT(P), 2.875FST#900(B), 1.625LPT(P), QF#300(P), QF#400(P), 3.50FST#800(P), 2.875APIIF(B), QF#460(P), NONE, 350SPLII(B), QF#700(P), 2APIIF(B), 2.375FST#600(B), MEDIUMARMOR, SMALLARMOR, 1.66FST#200(B), 5.50FHDS(B), 1.90FST#250(B), 2.875FST#900(P), 3.50APIIF(P), 2.06FST#400(B), ULTRAX3325(P), ULTRAX3275(P), ULTRAX3_375(P), 6.625FHDSJTM(B), 6.625FHDS(B), 2.375FST#650(B), 2.875IFDS(B), 4.50APIIF(P), 3.50FST#1000(P), 3.50APIREG(P)",,,
Reamer,3,REAMER,TRUE,Reamer Rear Connection,,List,,,FALSE,,,"3.50 FST #1000(B),100K SWIVEL,24K SWIVEL,90K EYE,5.50 API FH(P),50K EYE,4.50 API IF(P),3.50 FST #1000(B),4.50 API IF(B),6.625 API FH(P),50K SWIVEL,90K SWIVEL,2.875 API REG(P),3.50 API REG(P),24K EYE,3.50 API IF(P),4.50 IF DS(P),40K SWIVEL,3.50 FST #800(P),NONE,3.50 FST #1000(P),36K EYE,5.50 API FH(B),2.875 API IF(B),2.375 FST #600(B),5.50 FH DS(P),2.125 LPT(B),2.875 FST #900(B),QF #400(B),2.875 FST #900(P),12K EYE,9/12K EYE,21K EYE,2.375 FST #600(P),6.625 FH DS JTM(P),2.375 API REG(P),6.625 FH DS(P),2.375 FST #650(P),2.875 API REG(B),2.875 IF DS(P),2.875 API IF(P),3.50 API IF(B),2 API IF(P),3.50 API REG(B),1.625 LPT(B),2.375 API REG(B),QF #460(B),300K EYE,10K EYE,3.50 FST #800(B),SPECIAL EYE,5.50 FH DS(B),6.625 API FH(B)","3.50FST#1000(B), 100KSWIVEL, 24KSWIVEL, 90KEYE, 5.50APIFH(P), 50KEYE, 4.50APIIF(P), 3.50FST#1000(B), 4.50APIIF(B), 6.625APIFH(P), 50KSWIVEL, 90KSWIVEL, 2.875APIREG(P), 3.50APIREG(P), 24KEYE, 3.50APIIF(P), 4.50IFDS(P), 40KSWIVEL, 3.50FST#800(P), NONE, 3.50FST#1000(P), 36KEYE, 5.50APIFH(B), 2.875APIIF(B), 2.375FST#600(B), 5.50FHDS(P), 2.125LPT(B), 2.875FST#900(B), QF#400(B), 2.875FST#900(P), 12KEYE, 9/12KEYE, 21KEYE, 2.375FST#600(P), 6.625FHDSJTM(P), 2.375APIREG(P), 6.625FHDS(P), 2.375FST#650(P), 2.875APIREG(B), 2.875IFDS(P), 2.875APIIF(P), 3.50APIIF(B), 2APIIF(P), 3.50APIREG(B), 1.625LPT(B), 2.375APIREG(B), QF#460(B), 300KEYE, 10KEYE, 3.50FST#800(B), SPECIALEYE, 5.50FHDS(B), 6.625APIFH(B) ",,,
Reamer,3,REAMER,TRUE,Reamer Out Back,,List,,,,,,"Bit, Blade, Chipper Knife, Collar, Digger Chain, Drill Head, Drive Chuck, Grinder Block, Grinder Hammer, Grinder Tip, Pickup Teeth, Reamer, Screen, Sod Cutter, Starter Rod, Sub Saver, Swivel, Teeth, Vise Jaw,
","BIT, BL, CHPRKN, COLLAR, DIGCHN, DRHD, DRCHUK, GRDBLK, GRDHMR, GRDTIP, PUT, RMR, SCRN, SODCTR, STROD, SUBSVR, SWVL, THEETH, VISEJAW",,,
Remote Control,2,RC,TRUE,Remote Control Type,1,List,,,FALSE,,,"Wired, Wireless","WIRE, WIRELESS",,,
Resistive Fuel Level Sensor,3,"SNSR,RESFUELLVL",TRUE,Length,1,Real,Length,Inch,FALSE,,,,,,,TRUE
Resistive Fuel Level Sensor,3,"SNSR,RESFUELLVL",TRUE,Fuel Level Max Output Resistance,,Real,Resistance,Ohm,TRUE,,,,,,,TRUE
Resistive Fuel Level Sensor,3,"SNSR,RESFUELLVL",TRUE,Fuel Level Max Supply Voltage,,Real,Voltage,V,TRUE,,,,,,,TRUE
Resistive Fuel Level Sensor,3,"SNSR,RESFUELLVL",TRUE,Fuel Level Min Output Resistance,,Real,Resistance,Ohm,,,,,,,,
Resistive Fuel Level Sensor,3,"SNSR,RESFUELLVL",TRUE,Fuel Level Min Supply Voltage,,Real,Voltage,V,,,,,,,,
Resistive Temperature Sensor,3,"SNSR,RESTEMP",TRUE,RT Max Output Resistance,,Real,Resistance,Ohm,,,,,,,,
Resistive Temperature Sensor,3,"SNSR,RESTEMP",TRUE,Temp Max Sensing Temperature,,Real,Temperature,Fahrenheit,TRUE,,,,,,,TRUE
Resistive Temperature Sensor,3,"SNSR,RESTEMP",TRUE,RT Min Output Resistance,,Real,Resistance,Ohm,,,,,,,,
Resistive Temperature Sensor,3,"SNSR,RESTEMP",TRUE,Temp Min Sensing Temperature,,,,,,,,,,,,
Resistive Temperature Sensor,3,"SNSR,RESTEMP",TRUE,RT Mounting Type,1,List,,,,,,"1/2-14, 9/16-18, M14-1.5, M18X1.5, 3/4-16","1_2-14, 9_16-18, M14-1.5, M18X-.5, 3_4-16",,,
Rivet,3,RVT,TRUE,Rivet OD,,Real,,,,,,,,,,
Rivet,3,RVT,TRUE,Length,,Real,Length,Inch,FALSE,,,,,,,
Rivet,3,RVT,TRUE,Rivet Material,2,List,,,,,,"Aluminum, Steel, Stainless, Copper, Brass, Titanium
","AL, STL, SST, CU, BRS, TI",,,
Rivet,3,RVT,TRUE,Rivet Type,1,List,,,,,,"Blind, Solid, Tubular, Drive, Split, Shoulder, Tinners, Mate, Belt","BLD, SOL, TUB, DR, SP, SHLDR, TINN, MATE, BELT,",,,
Roller,2,RLR,TRUE,Roller Type,1,List,,,,,,"Conveyor, Baler, Track, Idler","CNVR, BALER, TRK, IDL",,,
Roller,2,RLR,TRUE,Roller Width,,Real,Width,Inch,,,,,,,,
Roller  ,2,RLR,TRUE,Roller OD,,Real,Diameter,Inch,,,,,,,,
Rotary Sensor,3,"SNSR,RTRY",TRUE,Rotary Max Output Voltage,,Real,Voltage,V,TRUE,,,,,,,TRUE
Rotary Sensor,3,"SNSR,RTRY",TRUE,Rotary Max Supply Voltage,,Real,Voltage,V,TRUE,,,,,,,TRUE
Rotary Sensor,3,"SNSR,RTRY",TRUE,Rotary Min Output Voltage,,,,,,,,,,,,
Rotary Sensor,3,"SNSR,RTRY",TRUE,Rotary Min Supply Voltage,,,,,,,,,,,,
Rotary Sensor,3,"SNSR,RTRY",TRUE,Rotary Sensing Angle,1,List,Degrees,,TRUE,,,"45, 80, 90, 175, 270, 360","45, 80, 90, 175, 270, 360",,,TRUE
Safety Switch,3,"SW,SAF",TRUE,Safety Switch Supply Current,,Real,Electric Intensity,mA,TRUE,,,,,,,TRUE
Safety Switch,3,"SW,SAF",TRUE,Safty Switch Type,1,List,,,FALSE,,,"E-Stop, Battery Disconnect, Breakaway, Tether","ESTP, BTRYDISC, BRKWY, TETHER",,,TRUE
Safety Switch,3,"SW,SAF",TRUE,Pole/Throw,,List,,,FALSE,,,"SPST, SPDT, DPST, DPDT","SPST, SPDT, DPST, DPDT",,,TRUE
Safety Switch,3,"SW,SAF",TRUE,Safety Switch Voltage,,Real,Voltage,V,TRUE,,,,,,,TRUE
Screw,3,SCR,TRUE,Screw Type,1,List,,,FALSE,,,"Hex, Self-Threading, Socket Head, Flat Head, Blind, Dome, Set, Special","HEX, SELFTHRD, SCH, FLH, BLD, DOME, SET, SPCL",,,TRUE
Screw,3,SCR,TRUE,Screw Finish,,List,,,FALSE,,,"Acrylic Coated, Anodized, Black Anodized, Black Epoxy Coated, Black Oxide, Black Phosphate, Black Zinc Plated, Blue Anodized, Blue Dyed, Blue PTFE Coated, Brass Plated, Bronze Plated, Cadmium Plated, Chrome Plated, Corrosion Resistant Coated, Electrocoated, Galvanic, Barrier Coated, Galvanized, Gold Plated, Green Dyed, Hot Dipped Galvanized, Nickel Plated, Nylon Coated, Passivated, Powder Coated, PTFE Coated, Rubber Coated, Silver Plated, TiCN Coated, Tin Plated, Trivalent Zinc Plated, Ultra Corrosion Resistant Coated, Vinyl Coated, Yellow Chromate Plated, Zinc Plated, Zinc Yellow Chromate Plated, Zinc Aluminum Coated, Zinc Flake Coated","ACRYL, ANDZ, BLKANDZ, BLKEPXCTD, BLKOX, BLKPHOS, BLKZINCPLD, BLUANDZ, BLUDYE, BLUPTFECTD, BRSPLD, BRZPLD, CDPLD, CRPLD, CRECTD, ELECTROCTD, GALVANIC, BARRCTD, GALV, NKLPLD, NKLCTD, PSVT, PDRCTD, PTFECTD, RUBCTD, SILPLD, TICNCTD, TINPLD, TZINCPLD, ULCRSNRCTD, VINYLCTD, YELCRPLD, ZINCPLD, ZINCYELCRPLD, ZINCALCTD, ZINCFLKCTD ",,,TRUE
Screw,3,SCR,TRUE,Bolt Grade/Class,4,List,,,FALSE,,,"Grade 2, Grade 5, Grade 8, Grade 9, Class 8_8, Class 10_9, Class 12_9, NA","GD2, GD5, GD8, CL8.8, CL10.9, CL12.9",,,TRUE
Screw,3,SCR,TRUE,Length,3,Real,Length,Inch,FALSE,,,,,,,TRUE
Screw,3,SCR,TRUE,Screw Thread Direction,,List,,,FALSE,,,"Right Hand, Left Hand","RH, LH",,,TRUE
Screw,3,SCR,TRUE,Screw Thread Size,2,List,,,FALSE,,,"0-80, 1-64, 1-72, 2-56, 2-64, 3-48, 3-56, 4-40, 4-48, 5-40, 5-44, 6-32, 6-40, 8-32, 8-36, 10-24, 10-32, 12-24, 12-28, 1/4-20, 1/4-28, 5/16-18, 5/16-24, 3/8-16, 3/8-24,7/16-14, 7/16-20, 1/2-13, 1/2-20, 9/16-12, 9/16-18, 5/8-11, 5/8-18, 3/4-10, 3/4-16, 7/8-9, 7/8-14, 1-8, 1-12, M1.4-0.3, M2-0.4, M2.5-0.45, M3-0.5, M3.5-0.6, M4-0.7, M5-0.8, M6-1.0, M7-1.0, M8-1.25, M8-1.0, M10-1.5, M10-1.25, M10-1.0, M12-1.75, M12-1.5, M12-1.25, M14-2.0, M14-1.5, M16-2.0, M16-1.5, M18-2.5, M18-1.5, M20-2.5, M20-1.5, M22-2.5, M24-3.0, M24-2.0, M30-3.5, M36-4.0","0-80, 1-64, 1-72, 2-56, 2-64, 3-48, 3-56, 4-40, 4-48, 5-40, 5-44, 6-32, 6-40, 8-32, 8-36, 10-24, 10-32, 12-24, 12-28, 1_4-20, 1_4-28, 5_16-18, 5_16-24, 3_8-16, 3_8-24,7_16-14, 7_16-20, 1_2-13, 1_2-20, 9_16-12, 9_16-18, 5_8-11, 5_8-18, 3_4-10, 3_4-16, 7_8-9, 7_8-14, 1-8, 1-12, M1.4-0.3, M2-0.4, M2.5-0.45, M3-0.5, M3.5-0.6, M4-0.7, M5-0.8, M6-1.0, M7-1.0, M8-1.25, M8-1.0, M10-1.5, M10-1.25, M10-1.0, M12-1.75, M12-1.5, M12-1.25, M14-2.0, M14-1.5, M16-2.0, M16-1.5, M18-2.5, M18-1.5, M20-2.5, M20-1.5, M22-2.5, M24-3.0, M24-2.0, M30-3.5, M36-4.0",,,TRUE
Seat,2,SEAT,TRUE,Seat Backrest Adjustability,1,List,,,FALSE,,,"Fixed, Reclinable, Folding","FIX, RCLD, FLDG",,,TRUE
Seat,2,SEAT,TRUE,Seat Operator Presence Switch ,,Boolean,,,FALSE,,,"Operator Presence, No Operator Presence","OPRPRES, NOOPRPRES",,,TRUE
Seat,2,SEAT,TRUE,Seat Belt Included,,Boolean,,,FALSE,,,"Seat Belt, No Seat Belt","SEATBELT, NOSEATBELT",,,TRUE
Seat,2,SEAT,TRUE,Seat Vibration-resistant ,,Boolean,,,FALSE,,,"Vib Resistant, Not Vib Resistant","VIB, NOVIB",,,FALSE
Seat,2,SEAT,TRUE,Seat Waterproof ,,Boolean,,,FALSE,,,"Waterproof, Not Waterproof","WTRPRF, NOWTRPRF",,,FALSE
Seat Belt,2,SEATBELT,TRUE,SB Strap Location,2,List,,,TRUE,,,"Lap, Shoulder","LAP, SHLDR",,,TRUE
Seat Belt,2,SEATBELT,TRUE,SB Style,1,List,,,FALSE,,,"Retractable, Standard, Wraparound","RETR, STD, WRAPAROUND",,,TRUE
Shaft,2,SHFT,TRUE,Shaft Type,1,List,,,FALSE,,,"PTO, Flex, Drive","PTO, FLEX, DR",,,
Shaft,2,SHFT,TRUE,Shaft OD,,Real,Length,Inch,FALSE,,,,,,,TRUE
Shaft,2,SHFT,TRUE,Shaft End 1 Type,,List,,,FALSE,,,"Straight, Keyed, Treaded, Tapped, D-Profile, Step Down, Splined, Hollow","STR, KEY, TRD, TAP, D-PF, STPDN, SPLN, HOL",,,TRUE
Shaft,2,SHFT,TRUE,Shaft End 2 Type,,,,,,,,,,,,
Shaft,2,SHFT,TRUE,Length,,Real,Length,Inch,FALSE,,,,,,,TRUE
Shaft,2,SHFT,TRUE,Shaft Max Torque,,Real,Force,Foot-Pound,FALSE,,,,,,,FALSE
Shaft Flex Coupler,2,SHFTFLEXCPLG,FALSE,Coupler Flywheel SAE Size,1,List,,,FALSE,,,"6-1/2, 7-1/2, 8, 10, 11-1/2, 14, 18, 21","6-1_2, 7-1_2, 8, 10, 11-1_2, 14, 18, 21",,,TRUE
Shaft Flex Coupler,2,SHFTFLEXCPLG,FALSE,Coupler Max Power,,Real,,,FALSE,,,,,,,TRUE
Shaft Key,3,SFTKEY,TRUE,Key Height,,Real,,,,,,,,,,
Shaft Key,3,SFTKEY,TRUE,Length,,Real,Length,Inch,FALSE,,,,,,,
Shaft Key,3,SFTKEY,TRUE,Key Width,,Real,,,,,,,,,,
Shroud,2,SHRD,TRUE,Shroud Fan Dia,1,Real,Diameter,Inch,FALSE,,,,,,,
Silencer,2,SILENCER,TRUE,Air Flowrate,1,Real,Air Flow,CFM,FALSE,,,,,,,
Silencer,2,SILENCER,TRUE,Silencer Connection Type,,List,,,FALSE,,,"Flange, Threaded","FLG, THRD",,,
Silencer,2,SILENCER,TRUE,Silencer Connection ID,,Real,Diameter,Inch,FALSE,,,,,,,
Snap Ring,3,SNAPRING,TRUE,Ring Finish,,List,,,FALSE,,,"Sealed, Serviceable","SLD, SVCE",,,
Snap Ring,3,SNAPRING,TRUE,Ring ID,,Real,,,FALSE,,,,,,,
Snap Ring,3,SNAPRING,TRUE,Ring OD,,Real,,,FALSE,,,,,,,
Snap Ring,3,SNAPRING,TRUE,Ring Thickness,,Real,,,FALSE,,,,,,,
Snap Ring,3,SNAPRING,TRUE,Ring Type,1,List,,,FALSE,,,"External, Spiral, Side Mount, Constant Section, Push On, Crimp On, Clip on","EXT, SPL, SIDEMT, CSECT, PUSHON, CRPON, CLIPON",,,
Sod Cutter,3,SODCTR,FALSE,,,,,,FALSE,,,,,,,
Spring,2,SPR,TRUE,Spring End Type,,List,,,FALSE,,,"Hook, Eye, Double Twisted Loop, Plain Square Cut, ","HOOK, EYE, DBLTWLP, PLSQCUT",,,
Spring,2,SPR,TRUE,Ext Length,,Real,Length,Inch,FALSE,,,,,,,
Spring,2,SPR,TRUE,Spring Coil ID,,Real,Diameter,Inch,FALSE,,,,,,,
Spring,2,SPR,TRUE,Spring Coil OD,,Real,Diameter,Inch,FALSE,,,,,,,
Spring,2,SPR,TRUE,Spring Torsional Rating,,Real,Rating,lbs/deg.,FALSE,,,,,,,
Spring,2,SPR,TRUE,Spring Linear Rating,,Real,Rating,lbs/in.,FALSE,,,,,,,
Spring,2,SPR,TRUE,Retract Length,,Real,Length,Inch,FALSE,,,,,,,
Spring,2,SPR,TRUE,Spring Type,1,List,,,FALSE,,,"Compression, Extension, Suspension, Torsion, Conical, Double Extension, Elbow Extension","CPRSN, EXT, SPNSN, TRSN, CONL, DBLEXT, ELBEXT",,,
Spring,2,SPR,TRUE,Spring Wire OD,,Real,Diameter,Inch,FALSE,,,,,,,
Sprocket,2,SPRKT,TRUE,Sprocket Type,1,List,,,FALSE,,,"Pilot Bore, Taper Lock, Plate","PLTBORE, TPRLK, PL",,,
Sprocket,2,SPRKT,TRUE,Sprocket Pitch,,Real,,,FALSE,,,,,,,
Sprocket,2,SPRKT,TRUE,Sprocket Shaft OD,,Real,,,FALSE,,,,,,,
Sprocket,2,SPRKT,TRUE,Sprocket No. or Teeth,,Integer,,,FALSE,,,,,,,
Standalone Valve,,,FALSE,Maximum Rated Flow,,Real,Flow,GPM,,,,,,,,
Standalone Valve,,,FALSE,Max Rated Working Pressure,,Real,Pressure,PSI,FALSE,,,,,,,
Starter Rod,,,FALSE,Drill Rod Size,2,Real,,Inch,FALSE,,,,,,,
